Nif_Spirochaetaceae_bacterium,nif-ii
Nif_Spirochaetes_bacterium_GWB1_27_13,nif-ii
Nif_Spirochaetes_bacterium_GWB1_36_13,nif-ii
Nif_Spirochaetes_bacterium_GWE1_32_154,nif-ii
Nif_Sporobacter_termitidis,nif-ii
Nif_Sporolactobacillus_terrae,nif-ii
Nif_Sporomusa_termitida,nif-ii
Nif_Syntrophobacter_fumaroxidans,nif-ii
Nif_Syntrophomonas_zehnderi,nif-ii
Nif_Syntrophorhabdaceae_bacterium_PtaU1Bin034,nif-ii
Nif_Syntrophus_gentianae,nif-ii
Nif_Terrimicrobium_sacchariphilum,nif-ii
Nif_Thermoanaerobacterium_thermosaccharolyticum,nif-ii
Nif_Treponema_primitia,nif-ii
Nif_Verrucomicrobia_bacterium_S94,nif-ii
Nif_Verrucomicrobia_bacterium_Tous-C9LFEB,nif-ii
Nif_Verrucomicrobiae_bacterium_DG1235,nif-ii
Nif_Youngiibacter_fragilis,nif-ii
Nif_Ammonifex_sp,nif-iii
Nif_ANME-2_cluster_archaeon,nif-iii
Nif_archaeon_BMS3Abin16,nif-iii
Nif_archaeon_BMS3Bbin15,nif-iii
Nif_Caldicellulosiruptor_saccharolyticus,nif-iii
Nif_Candidatus_Argoarchaeum_ethanivorans,nif-iii
Nif_Candidatus_Methanolliviera_hydrocarbonicum,nif-iii
Nif_Candidatus_Methanolliviera_sp_GoM_asphalt,nif-iii
Nif_Candidatus_Methanoperedens_nitroreducens,nif-iii
Nif_Candidatus_Methanoperedens_sp_BLZ2,nif-iii
Nif_Candidatus_Viridilinea_mediisalina,nif-iii
Nif_Chloroflexales_bacterium_ZM16-3,nif-iii
Nif_Desulfobacteraceae_bacterium_Eth-SRB1,nif-iii
Nif_Desulfoglaeba_alkanexedens,nif-iii
Nif_Methanobacteriales_archaeon_HGW-Methanobacteriales-1,nif-iii
Nif_Methanobacterium_paludis,nif-iii
Nif_Methanobrevibacter_curvatus,nif-iii
Nif_Methanocaldococcus_infernus,nif-iii
